ws_id;awy;carbon;ed;shdi;forest_cover;anthropic_press;ndwi;lst;precip;area
6;459226.6945;8394060;31.763722485372;0.793897433515634;71.1340206185567;25.1602117581499;0.0211340058594942;30.0563316345215;1070.24475097656;3600.85825470273
42;483152.7196;7178491.5;32.9804299005454;0.948198025089877;70.837343599615;25.729868463266;0.0276229772716761;29.9844264984131;1051.03588867188;2950.75975525291
26;486538.3819;6606644;29.1016200294551;0.882593903655806;57.0544918998527;38.9101620029455;0.0260890014469624;30.006477355957;1060.00207519531;3219.72063900938
91;507707.3842;7244681.5;32.3000619962802;0.838229322315545;26.5344079355239;70.3657780533168;0.0340427942574024;29.8290252685547;1045.34802246094;3061.6787171652
37;526963.7847;2833474.5;50.7510729613734;1.09670428317173;27.0922746781116;70.9227467811159;0.0273567996919155;29.9611625671387;1065.74182128906;1739.6759775472
51;529211.9627;7158126;32.8076685219542;0.833021435937401;85.4359925788497;11.9975262832406;0.0295184943825006;29.9413108825684;1046.79406738281;3065.56382100962
88;531236.6817;7523241;31.6301703163017;0.543821297558429;12.1654501216545;87.6216545012165;0.0338189192116261;29.8241844177246;1056.01977539062;3120.42272612182
13;572476.5472;8133141.5;47.1668822768435;0.912994072201533;64.7089262613195;27.1410090556274;0.0244923047721386;30.0545558929443;1056.29736328125;3667.40525444006
35;576581.7593;6113056;40.8317052749093;0.799299944512334;24.4766955065587;72.2578844543678;0.0272100642323494;29.9761028289795;1060.34448242188;3418.98150567794
5;577433.8946;8048699.5;49.7616525423729;0.967903947669797;66.2341101694915;25.2118644067797;0.0214827097952366;30.0964908599854;1052.50207519531;3746.18504129674
16;600842.4893;8591540;35.8250699211798;0.785912301031117;71.2687515891177;22.8578693109586;0.0237706806510687;30.0847339630127;1047.60705566406;3955.54281055159
93;609630.8045;11111552;33.9268978444236;0.885043780075574;26.6635426429241;72.9381443298969;0.0346838571131229;29.8119583129883;1047.79797363281;4070.99543321061
94;635885.5175;10331292;24.9261811023622;0.623888788812796;15.0344488188976;84.8425196850394;0.0356237329542637;29.7869853973389;1054.01745605469;3896.57914478819
4;661771.8981;10706425;30.0361155698234;0.836846859729337;51.7857142857143;46.107544141252;0.0227113422006369;30.060115814209;1062.22265625;4877.08026837586
47;669052.6013;3210146.5;39.5594713656388;0.820829374682776;10.352422907489;86.8722466960352;0.0280700474977493;29.9558715820312;1059.39709472656;2110.61861220238
62;672348.0283;6526787;40.3793208932395;0.789539326877269;14.7139798103396;84.3377179565616;0.0300596356391907;29.8987293243408;1064.22961425781;3109.37523307691
92;673357.9405;13362199;15.3727901614143;0.366722741275766;8.33973866256726;91.6218293620292;0.0340049155056477;29.8077220916748;1060.70874023438;5056.97012017815
87;702336.0071;7737753.5;46.9070808107397;1.05017723482956;26.0068439062911;61.7794156356936;0.0334262326359749;29.846378326416;1042.87133789062;3613.75025568443
96;723761.2538;7851093.5;62.0005363368195;1.43876762581857;45.6958970233306;28.2381335478681;0.0351697616279125;29.8088226318359;1036.82641601562;3570.79072277857
67;730948.3787;8893729;41.5200391006843;1.09305841394954;48.9247311827957;46.7741935483871;0.0307523813098669;29.9057064056396;1048.92248535156;3897.17085827729
8;740546.0317;10389038;34.7602061038446;0.812402250850921;25.0297265160523;73.1272294887039;0.0252976380288601;30.0111198425293;1066.69494628906;4846.21690776607
